Banten
Kabupaten Pandeglang,3601,2,-6.314835,106.103897,1
Kabupaten Lebak,3602,2,-6.5643956,106.2522143,1
Kabupaten Tangerang,3603,2,-6.1783056,106.6318889,1
Kabupaten Serang,3604,2,-6.12009,106.150299,1
Kota Tangerang,3671,2,-6.1783056,106.6318889,1
Kota Cilegon,3672,2,-6.0169825,106.040506,1
Kota Serang,3673,2,-6.12009,106.150299,1
Kota Tangerang Selatan,0,2,-6.2888889,106.7180556,1
